gid,x,y,z
902,-11.2857,-4.28571,-2.5
903,-11.2857,-4.28571,-2.14286
904,-11.2857,-4.28571,-1.78571
905,-11.2857,-4.28571,-1.42857
906,-11.2857,-4.28571,-1.07143
907,-11.2857,-4.28571,-0.714286
908,-11.2857,-4.28571,-0.357143
909,-11.2857,-4.28571,-0
910,-11.2857,-4.28571,0.357143
911,-11.2857,-4.28571,0.714286
912,-11.2857,-4.28571,1.07143
913,-11.2857,-4.28571,1.42857
914,-11.2857,-4.28571,1.78571
915,-11.2857,-4.28571,2.14286
916,-11.2857,-4.28571,2.5
917,-11.2857,-4.28571,3.5
918,-11.2857,-3.57143,-3.5
919,-11.2857,-3.57143,-2.5
920,-11.2857,-3.57143,-2.14286
921,-11.2857,-3.57143,-1.78571
922,-11.2857,-3.57143,-1.42857
923,-11.2857,-3.57143,-1.07143
924,-11.2857,-3.57143,-0.714286
925,-11.2857,-3.57143,-0.357143
926,-11.2857,-3.57143,-0
927,-11.2857,-3.57143,0.357143
928,-11.2857,-3.57143,0.714286
929,-11.2857,-3.57143,1.07143
930,-11.2857,-3.57143,1.42857
931,-11.2857,-3.57143,1.78571
932,-11.2857,-3.57143,2.14286
933,-11.2857,-3.57143,2.5
934,-11.2857,-3.57143,3.5
935,-11.2857,-2.85714,-3.5
936,-11.2857,-2.85714,-2.5
937,-11.2857,-2.85714,-2.14286
938,-11.2857,-2.85714,-1.78571
939,-11.2857,-2.85714,-1.42857
940,-11.2857,-2.85714,-1.07143
941,-11.2857,-2.85714,-0.714286
942,-11.2857,-2.85714,-0.357143
943,-11.2857,-2.85714,-0
944,-11.2857,-2.85714,0.357143
945,-11.2857,-2.85714,0.714286
946,-11.2857,-2.85714,1.07143
947,-11.2857,-2.85714,1.42857
948,-11.2857,-2.85714,1.78571
949,-11.2857,-2.85714,2.14286
950,-11.2857,-2.85714,2.5
951,-11.2857,-2.85714,3.5
952,-11.2857,-2.14286,-3.5
953,-11.2857,-2.14286,-2.5
954,-11.2857,-2.14286,-2.14286
955,-11.2857,-2.14286,-1.78571
956,-11.2857,-2.14286,-1.42857
957,-11.2857,-2.14286,-1.07143
958,-11.2857,-2.14286,-0.714286
959,-11.2857,-2.14286,-0.357143
960,-11.2857,-2.14286,-0
961,-11.2857,-2.14286,0.357143
962,-11.2857,-2.14286,0.714286
963,-11.2857,-2.14286,1.07143
964,-11.2857,-2.14286,1.42857
965,-11.2857,-2.14286,1.78571
966,-11.2857,-2.14286,2.14286
967,-11.2857,-2.14286,2.5
968,-11.2857,-2.14286,3.5
969,-11.2857,-1.42857,-3.5
970,-11.2857,-1.42857,-2.5
971,-11.2857,-1.42857,-2.14286
972,-11.2857,-1.42857,-1.78571
973,-11.2857,-1.42857,-1.42857
974,-11.2857,-1.42857,-1.07143
975,-11.2857,-1.42857,-0.714286
976,-11.2857,-1.42857,-0.357143
977,-11.2857,-1.42857,-0
978,-11.2857,-1.42857,0.357143
979,-11.2857,-1.42857,0.714286
980,-11.2857,-1.42857,1.07143
981,-11.2857,-1.42857,1.42857
982,-11.2857,-1.42857,1.78571
983,-11.2857,-1.42857,2.14286
984,-11.2857,-1.42857,2.5
985,-11.2857,-1.42857,3.5
986,-11.2857,-0.714286,-3.5
987,-11.2857,-0.714286,-2.5
988,-11.2857,-0.714286,-2.14286
989,-11.2857,-0.714286,-1.78571
990,-11.2857,-0.714286,-1.42857
991,-11.2857,-0.714286,-1.07143
992,-11.2857,-0.714286,-0.714286
993,-11.2857,-0.714286,-0.357143
994,-11.2857,-0.714286,-0
995,-11.2857,-0.714286,0.357143
996,-11.2857,-0.714286,0.714286
997,-11.2857,-0.714286,1.07143
998,-11.2857,-0.714286,1.42857
999,-11.2857,-0.714286,1.78571
1000,-11.2857,-0.714286,2.14286
1001,-11.2857,-0.714286,2.5
1002,-11.2857,-0.714286,3.5
1003,-11.2857,-0,-3.5
1004,-11.2857,-0,-2.5
1005,-11.2857,-0,-2.14286
1006,-11.2857,-0,-1.78571
1007,-11.2857,-0,-1.42857
1008,-11.2857,-0,-1.07143
1009,-11.2857,-0,-0.714286
1010,-11.2857,-0,-0.357143
1011,-11.2857,-0,-0
1012,-11.2857,-0,0.357143
1013,-11.2857,-0,0.714286
1014,-11.2857,-0,1.07143
1015,-11.2857,-0,1.42857
1016,-11.2857,-0,1.78571
1017,-11.2857,-0,2.14286
1018,-11.2857,-0,2.5
1019,-11.2857,-0,3.5
1020,-11.2857,0.714286,-3.5
1021,-11.2857,0.714286,-2.5
1022,-11.2857,0.714286,-2.14286
1023,-11.2857,0.714286,-1.78571
1024,-11.2857,0.714286,-1.42857
1025,-11.2857,0.714286,-1.07143
1026,-11.2857,0.714286,-0.714286
1027,-11.2857,0.714286,-0.357143
1028,-11.2857,0.714286,-0
1029,-11.2857,0.714286,0.357143
1030,-11.2857,0.714286,0.714286
1031,-11.2857,0.714286,1.07143
1032,-11.2857,0.714286,1.42857
1033,-11.2857,0.714286,1.78571
1034,-11.2857,0.714286,2.14286
1035,-11.2857,0.714286,2.5
1036,-11.2857,0.714286,3.5
1037,-11.2857,1.42857,-3.5
1038,-11.2857,1.42857,-2.5
1039,-11.2857,1.42857,-2.14286
1040,-11.2857,1.42857,-1.78571
1041,-11.2857,1.42857,-1.42857
1042,-11.2857,1.42857,-1.07143
1043,-11.2857,1.42857,-0.714286
1044,-11.2857,1.42857,-0.357143
1045,-11.2857,1.42857,-0
1046,-11.2857,1.42857,0.357143
1047,-11.2857,1.42857,0.714286
1048,-11.2857,1.42857,1.07143
1049,-11.2857,1.42857,1.42857
1050,-11.2857,1.42857,1.78571
1051,-11.2857,1.42857,2.14286
1052,-11.2857,1.42857,2.5
1053,-11.2857,1.42857,3.5
1054,-11.2857,2.14286,-3.5
1055,-11.2857,2.14286,-2.5
1056,-11.2857,2.14286,-2.14286
1057,-11.2857,2.14286,-1.78571
1058,-11.2857,2.14286,-1.42857
1059,-11.2857,2.14286,-1.07143
1060,-11.2857,2.14286,-0.714286
1061,-11.2857,2.14286,-0.357143
1062,-11.2857,2.14286,-0
1063,-11.2857,2.14286,0.357143
1064,-11.2857,2.14286,0.714286
1065,-11.2857,2.14286,1.07143
1066,-11.2857,2.14286,1.42857
1067,-11.2857,2.14286,1.78571
1068,-11.2857,2.14286,2.14286
1069,-11.2857,2.14286,2.5
1070,-11.2857,2.14286,3.5
1071,-11.2857,2.85714,-3.5
1072,-11.2857,2.85714,-2.5
1073,-11.2857,2.85714,-2.14286
1074,-11.2857,2.85714,-1.78571
1075,-11.2857,2.85714,-1.42857
1076,-11.2857,2.85714,-1.07143
1077,-11.2857,2.85714,-0.714286
1078,-11.2857,2.85714,-0.357143
1079,-11.2857,2.85714,-0
1080,-11.2857,2.85714,0.357143
1081,-11.2857,2.85714,0.714286
1082,-11.2857,2.85714,1.07143
1083,-11.2857,2.85714,1.42857
1084,-11.2857,2.85714,1.78571
1085,-11.2857,2.85714,2.14286
1086,-11.2857,2.85714,2.5
1087,-11.2857,2.85714,3.5
1088,-11.2857,3.57143,-3.5
1089,-11.2857,3.57143,-2.5
1090,-11.2857,3.57143,-2.14286
1091,-11.2857,3.57143,-1.78571
1092,-11.2857,3.57143,-1.42857
1093,-11.2857,3.57143,-1.07143
1094,-11.2857,3.57143,-0.714286
1095,-11.2857,3.57143,-0.357143
1096,-11.2857,3.57143,-0
1097,-11.2857,3.57143,0.357143
1098,-11.2857,3.57143,0.714286
1099,-11.2857,3.57143,1.07143
1100,-11.2857,3.57143,1.42857
1101,-11.2857,3.57143,1.78571
1102,-11.2857,3.57143,2.14286
1103,-11.2857,3.57143,2.5
1104,-11.2857,3.57143,3.5
1105,-11.2857,4.28571,-3.5
1106,-11.2857,4.28571,-2.5
1107,-11.2857,4.28571,-2.14286
1108,-11.2857,4.28571,-1.78571
1109,-11.2857,4.28571,-1.42857
1110,-11.2857,4.28571,-1.07143
1111,-11.2857,4.28571,-0.714286
1112,-11.2857,4.28571,-0.357143
1113,-11.2857,4.28571,-0
1114,-11.2857,4.28571,0.357143
1115,-11.2857,4.28571,0.714286
1116,-11.2857,4.28571,1.07143
1117,-11.2857,4.28571,1.42857
1118,-11.2857,4.28571,1.78571
1119,-11.2857,4.28571,2.14286
1120,-11.2857,4.28571,2.5
1121,-11.2857,4.28571,3.5
1122,-11.2857,5,-3.5
1123,-11.2857,5,-2.5
1124,-11.2857,5,-2.14286
1125,-11.2857,5,-1.78571
1126,-11.2857,5,-1.42857
1127,-11.2857,5,-1.07143
1128,-11.2857,5,-0.714286
1129,-11.2857,5,-0.357143
1130,-11.2857,5,-0
1131,-11.2857,5,0.357143
1132,-11.2857,5,0.714286
1133,-11.2857,5,1.07143
1134,-11.2857,5,1.42857
1135,-11.2857,5,1.78571
1136,-11.2857,5,2.14286
1137,-11.2857,5,2.5
1138,-11.2857,5,3.5
1139,-11.2857,6,-3.5
1140,-11.2857,6,-2.5
1141,-11.2857,6,-2.14286
1142,-11.2857,6,-1.78571
1143,-11.2857,6,-1.42857
1144,-11.2857,6,-1.07143
1145,-11.2857,6,-0.714286
1146,-11.2857,6,-0.357143
1147,-11.2857,6,-0
1148,-11.2857,6,0.357143
1149,-11.2857,6,0.714286
1150,-11.2857,6,1.07143
1151,-11.2857,6,1.42857
1152,-11.2857,6,1.78571
1153,-11.2857,6,2.14286
1154,-11.2857,6,2.5
1155,-11.2857,6,3.5
1156,-10.5714,-6,-3.5
1157,-10.5714,-6,-2.5
1158,-10.5714,-6,-2.14286
1159,-10.5714,-6,-1.78571
1160,-10.5714,-6,-1.42857
1161,-10.5714,-6,-1.07143
1162,-10.5714,-6,-0.714286
1163,-10.5714,-6,-0.357143
1164,-10.5714,-6,-0
1165,-10.5714,-6,0.357143
1166,-10.5714,-6,0.714286
1167,-10.5714,-6,1.07143
1168,-10.5714,-6,1.42857
1169,-10.5714,-6,1.78571
1170,-10.5714,-6,2.14286
1171,-10.5714,-6,2.5
1172,-10.5714,-6,3.5
1173,-10.5714,-5,-3.5
1174,-10.5714,-5,-2.5
1175,-10.5714,-5,-2.14286
1176,-10.5714,-5,-1.78571
1177,-10.5714,-5,-1.42857
1178,-10.5714,-5,-1.07143
1179,-10.5714,-5,-0.714286
1180,-10.5714,-5,-0.357143
1181,-10.5714,-5,-0
1182,-10.5714,-5,0.357143
1183,-10.5714,-5,0.714286
1184,-10.5714,-5,1.07143
1185,-10.5714,-5,1.42857
1186,-10.5714,-5,1.78571
1187,-10.5714,-5,2.14286
1188,-10.5714,-5,2.5
1189,-10.5714,-5,3.5
1190,-10.5714,-4.28571,-3.5
1191,-10.5714,-4.28571,-2.5
1192,-10.5714,-4.28571,-2.14286
1193,-10.5714,-4.28571,-1.78571
1194,-10.5714,-4.28571,-1.42857
1195,-10.5714,-4.28571,-1.07143
1196,-10.5714,-4.28571,-0.714286
1197,-10.5714,-4.28571,-0.357143
1198,-10.5714,-4.28571,-0
1199,-10.5714,-4.28571,0.357143
1200,-10.5714,-4.28571,0.714286
1201,-10.5714,-4.28571,1.07143
1202,-10.5714,-4.28571,1.42857
1203,-10.5714,-4.28571,1.78571
1204,-10.5714,-4.28571,2.14286
1205,-10.5714,-4.28571,2.5
1206,-10.5714,-4.28571,3.5
1207,-10.5714,-3.57143,-3.5
1208,-10.5714,-3.57143,-2.5
1209,-10.5714,-3.57143,-2.14286
1210,-10.5714,-3.57143,-1.78571
1211,-10.5714,-3.57143,-1.42857
1212,-10.5714,-3.57143,-1.07143
1213,-10.5714,-3.57143,-0.714286
1214,-10.5714,-3.57143,-0.357143
1215,-10.5714,-3.57143,-0
1216,-10.5714,-3.57143,0.357143
1217,-10.5714,-3.57143,0.714286
1218,-10.5714,-3.57143,1.07143
1219,-10.5714,-3.57143,1.42857
1220,-10.5714,-3.57143,1.78571
1221,-10.5714,-3.57143,2.14286
1222,-10.5714,-3.57143,2.5
1223,-10.5714,-3.57143,3.5
1224,-10.5714,-2.85714,-3.5
1225,-10.5714,-2.85714,-2.5
1226,-10.5714,-2.85714,-2.14286
1227,-10.5714,-2.85714,-1.78571
1228,-10.5714,-2.85714,-1.42857
1229,-10.5714,-2.85714,-1.07143
1230,-10.5714,-2.85714,-0.714286
1231,-10.5714,-2.85714,-0.357143
1232,-10.5714,-2.85714,-0
1233,-10.5714,-2.85714,0.357143
1234,-10.5714,-2.85714,0.714286
1235,-10.5714,-2.85714,1.07143
1236,-10.5714,-2.85714,1.42857
1237,-10.5714,-2.85714,1.78571
1238,-10.5714,-2.85714,2.14286
1239,-10.5714,-2.85714,2.5
1240,-10.5714,-2.85714,3.5
1241,-10.5714,-2.14286,-3.5
1242,-10.5714,-2.14286,-2.5
1243,-10.5714,-2.14286,-2.14286
1244,-10.5714,-2.14286,-1.78571
1245,-10.5714,-2.14286,-1.42857
1246,-10.5714,-2.14286,-1.07143
1247,-10.5714,-2.14286,-0.714286
1248,-10.5714,-2.14286,-0.357143
1249,-10.5714,-2.14286,-0
1250,-10.5714,-2.14286,0.357143
1251,-10.5714,-2.14286,0.714286
1252,-10.5714,-2.14286,1.07143
1253,-10.5714,-2.14286,1.42857
1254,-10.5714,-2.14286,1.78571
1255,-10.5714,-2.14286,2.14286
1256,-10.5714,-2.14286,2.5
1257,-10.5714,-2.14286,3.5
1258,-10.5714,-1.42857,-3.5
1259,-10.5714,-1.42857,-2.5
1260,-10.5714,-1.42857,-2.14286
1261,-10.5714,-1.42857,-1.78571
1262,-10.5714,-1.42857,-1.42857
1263,-10.5714,-1.42857,-1.07143
1264,-10.5714,-1.42857,-0.714286
1265,-10.5714,-1.42857,-0.357143
1266,-10.5714,-1.42857,-0
1267,-10.5714,-1.42857,0.357143
1268,-10.5714,-1.42857,0.714286
1269,-10.5714,-1.42857,1.07143
1270,-10.5714,-1.42857,1.42857
1271,-10.5714,-1.42857,1.78571
1272,-10.5714,-1.42857,2.14286
1273,-10.5714,-1.42857,2.5
1274,-10.5714,-1.42857,3.5
1275,-10.5714,-0.714286,-3.5
1276,-10.5714,-0.714286,-2.5
1277,-10.5714,-0.714286,-2.14286
1278,-10.5714,-0.714286,-1.78571
1279,-10.5714,-0.714286,-1.42857
1280,-10.5714,-0.714286,-1.07143
1281,-10.5714,-0.714286,-0.714286
1282,-10.5714,-0.714286,-0.357143
1283,-10.5714,-0.714286,-0
1284,-10.5714,-0.714286,0.357143
1285,-10.5714,-0.714286,0.714286
1286,-10.5714,-0.714286,1.07143
1287,-10.5714,-0.714286,1.42857
1288,-10.5714,-0.714286,1.78571
1289,-10.5714,-0.714286,2.14286
1290,-10.5714,-0.714286,2.5
1291,-10.5714,-0.714286,3.5
1292,-10.5714,-0,-3.5
1293,-10.5714,-0,-2.5
1294,-10.5714,-0,-2.14286
1295,-10.5714,-0,-1.78571
1296,-10.5714,-0,-1.42857
1297,-10.5714,-0,-1.07143
1298,-10.5714,-0,-0.714286
1299,-10.5714,-0,-0.357143
1300,-10.5714,-0,-0
1301,-10.5714,-0,0.357143
1302,-10.5714,-0,0.714286
1303,-10.5714,-0,1.07143
1304,-10.5714,-0,1.42857
1305,-10.5714,-0,1.78571
1306,-10.5714,-0,2.14286
1307,-10.5714,-0,2.5
1308,-10.5714,-0,3.5
1309,-10.5714,0.714286,-3.5
1310,-10.5714,0.714286,-2.5
1311,-10.5714,0.714286,-2.14286
1312,-10.5714,0.714286,-1.78571
1313,-10.5714,0.714286,-1.42857
1314,-10.5714,0.714286,-1.07143
1315,-10.5714,0.714286,-0.714286
1316,-10.5714,0.714286,-0.357143
1317,-10.5714,0.714286,-0
1318,-10.5714,0.714286,0.357143
1319,-10.5714,0.714286,0.714286
1320,-10.5714,0.714286,1.07143
1321,-10.5714,0.714286,1.42857
1322,-10.5714,0.714286,1.78571
1323,-10.5714,0.714286,2.14286
1324,-10.5714,0.714286,2.5
1325,-10.5714,0.714286,3.5
1326,-10.5714,1.42857,-3.5
1327,-10.5714,1.42857,-2.5
1328,-10.5714,1.42857,-2.14286
1329,-10.5714,1.42857,-1.78571
1330,-10.5714,1.42857,-1.42857
1331,-10.5714,1.42857,-1.07143
1332,-10.5714,1.42857,-0.714286
1333,-10.5714,1.42857,-0.357143
1334,-10.5714,1.42857,-0
1335,-10.5714,1.42857,0.357143
1336,-10.5714,1.42857,0.714286
1337,-10.5714,1.42857,1.07143
1338,-10.5714,1.42857,1.42857
1339,-10.5714,1.42857,1.78571
1340,-10.5714,1.42857,2.14286
1341,-10.5714,1.42857,2.5
1342,-10.5714,1.42857,3.5
1343,-10.5714,2.14286,-3.5
1344,-10.5714,2.14286,-2.5
1345,-10.5714,2.14286,-2.14286
1346,-10.5714,2.14286,-1.78571
1347,-10.5714,2.14286,-1.42857
1348,-10.5714,2.14286,-1.07143
1349,-10.5714,2.14286,-0.714286
1350,-10.5714,2.14286,-0.357143
1351,-10.5714,2.14286,-0
1352,-10.5714,2.14286,0.357143
1353,-10.5714,2.14286,0.714286
1354,-10.5714,2.14286,1.07143
1355,-10.5714,2.14286,1.42857
1356,-10.5714,2.14286,1.78571
1357,-10.5714,2.14286,2.14286
1358,-10.5714,2.14286,2.5
1359,-10.5714,2.14286,3.5
1360,-10.5714,2.85714,-3.5
1361,-10.5714,2.85714,-2.5
1362,-10.5714,2.85714,-2.14286
1363,-10.5714,2.85714,-1.78571
1364,-10.5714,2.85714,-1.42857
1365,-10.5714,2.85714,-1.07143
1366,-10.5714,2.85714,-0.714286
1367,-10.5714,2.85714,-0.357143
1368,-10.5714,2.85714,-0
1369,-10.5714,2.85714,0.357143
1370,-10.5714,2.85714,0.714286
1371,-10.5714,2.85714,1.07143
1372,-10.5714,2.85714,1.42857
1373,-10.5714,2.85714,1.78571
1374,-10.5714,2.85714,2.14286
1375,-10.5714,2.85714,2.5
1376,-10.5714,2.85714,3.5
1377,-10.5714,3.57143,-3.5
1378,-10.5714,3.57143,-2.5
1379,-10.5714,3.57143,-2.14286
1380,-10.5714,3.57143,-1.78571
1381,-10.5714,3.57143,-1.42857
1382,-10.5714,3.57143,-1.07143
1383,-10.5714,3.57143,-0.714286
1384,-10.5714,3.57143,-0.357143
1385,-10.5714,3.57143,-0
1386,-10.5714,3.57143,0.357143
1387,-10.5714,3.57143,0.714286
1388,-10.5714,3.57143,1.07143
1389,-10.5714,3.57143,1.42857
1390,-10.5714,3.57143,1.78571
1391,-10.5714,3.57143,2.14286
1392,-10.5714,3.57143,2.5
1393,-10.5714,3.57143,3.5
1394,-10.5714,4.28571,-3.5
1395,-10.5714,4.28571,-2.5
1396,-10.5714,4.28571,-2.14286
1397,-10.5714,4.28571,-1.78571
1398,-10.5714,4.28571,-1.42857
1399,-10.5714,4.28571,-1.07143
1400,-10.5714,4.28571,-0.714286
1401,-10.5714,4.28571,-0.357143
1402,-10.5714,4.28571,-0
1403,-10.5714,4.28571,0.357143
1404,-10.5714,4.28571,0.714286
1405,-10.5714,4.28571,1.07143
1406,-10.5714,4.28571,1.42857
1407,-10.5714,4.28571,1.78571
1408,-10.5714,4.28571,2.14286
1409,-10.5714,4.28571,2.5
1410,-10.5714,4.28571,3.5
1411,-10.5714,5,-3.5
1412,-10.5714,5,-2.5
1413,-10.5714,5,-2.14286
1414,-10.5714,5,-1.78571
1415,-10.5714,5,-1.42857
1416,-10.5714,5,-1.07143
1417,-10.5714,5,-0.714286
1418,-10.5714,5,-0.357143
1419,-10.5714,5,-0
1420,-10.5714,5,0.357143
1421,-10.5714,5,0.714286
1422,-10.5714,5,1.07143
1423,-10.5714,5,1.42857
1424,-10.5714,5,1.78571
1425,-10.5714,5,2.14286
1426,-10.5714,5,2.5
1427,-10.5714,5,3.5
1428,-10.5714,6,-3.5
1429,-10.5714,6,-2.5
1430,-10.5714,6,-2.14286
1431,-10.5714,6,-1.78571
1432,-10.5714,6,-1.42857
1433,-10.5714,6,-1.07143
1434,-10.5714,6,-0.714286
1435,-10.5714,6,-0.357143
1436,-10.5714,6,-0
1437,-10.5714,6,0.357143
1438,-10.5714,6,0.714286
1439,-10.5714,6,1.07143
1440,-10.5714,6,1.42857
1441,-10.5714,6,1.78571
1442,-10.5714,6,2.14286
1443,-10.5714,6,2.5
1444,-10.5714,6,3.5
1445,-9.85714,-6,-3.5
1446,-9.85714,-6,-2.5
1447,-9.85714,-6,-2.14286
1448,-9.85714,-6,-1.78571
1449,-9.85714,-6,-1.42857
1450,-9.85714,-6,-1.07143
1451,-9.85714,-6,-0.714286
1452,-9.85714,-6,-0.357143
1453,-9.85714,-6,-0
1454,-9.85714,-6,0.357143
1455,-9.85714,-6,0.714286
1456,-9.85714,-6,1.07143
1457,-9.85714,-6,1.42857
1458,-9.85714,-6,1.78571
1459,-9.85714,-6,2.14286
1460,-9.85714,-6,2.5
1461,-9.85714,-6,3.5
1462,-9.85714,-5,-3.5
1463,-9.85714,-5,-2.5
1464,-9.85714,-5,-2.14286
1465,-9.85714,-5,-1.78571
1466,-9.85714,-5,-1.42857
1467,-9.85714,-5,-1.07143
1468,-9.85714,-5,-0.714286
1469,-9.85714,-5,-0.357143
1470,-9.85714,-5,-0
1471,-9.85714,-5,0.357143
1472,-9.85714,-5,0.714286
1473,-9.85714,-5,1.07143
1474,-9.85714,-5,1.42857
1475,-9.85714,-5,1.78571
1476,-9.85714,-5,2.14286
1477,-9.85714,-5,2.5
1478,-9.85714,-5,3.5
1479,-9.85714,-4.28571,-3.5
1480,-9.85714,-4.28571,-2.5
1481,-9.85714,-4.28571,-2.14286
1482,-9.85714,-4.28571,-1.78571
1483,-9.85714,-4.28571,-1.42857
1484,-9.85714,-4.28571,-1.07143
1485,-9.85714,-4.28571,-0.714286
1486,-9.85714,-4.28571,-0.357143
1487,-9.85714,-4.28571,-0
1488,-9.85714,-4.28571,0.357143
1489,-9.85714,-4.28571,0.714286
1490,-9.85714,-4.28571,1.07143
1491,-9.85714,-4.28571,1.42857
1492,-9.85714,-4.28571,1.78571
1493,-9.85714,-4.28571,2.14286
1494,-9.85714,-4.28571,2.5
1495,-9.85714,-4.28571,3.5
1496,-9.85714,-3.57143,-3.5
1497,-9.85714,-3.57143,-2.5
1498,-9.85714,-3.57143,-2.14286
1499,-9.85714,-3.57143,-1.78571
1500,-9.85714,-3.57143,-1.42857
1501,-9.85714,-3.57143,-1.07143
1502,-9.85714,-3.57143,-0.714286
1503,-9.85714,-3.57143,-0.357143
1504,-9.85714,-3.57143,-0
1505,-9.85714,-3.57143,0.357143
1506,-9.85714,-3.57143,0.714286
1507,-9.85714,-3.57143,1.07143
1508,-9.85714,-3.57143,1.42857
1509,-9.85714,-3.57143,1.78571
1510,-9.85714,-3.57143,2.14286
1511,-9.85714,-3.57143,2.5
1512,-9.85714,-3.57143,3.5
1513,-9.85714,-2.85714,-3.5
1514,-9.85714,-2.85714,-2.5
1515,-9.85714,-2.85714,-2.14286
1516,-9.85714,-2.85714,-1.78571
1517,-9.85714,-2.85714,-1.42857
1518,-9.85714,-2.85714,-1.07143
1519,-9.85714,-2.85714,-0.714286
1520,-9.85714,-2.85714,-0.357143
1521,-9.85714,-2.85714,-0
1522,-9.85714,-2.85714,0.357143
1523,-9.85714,-2.85714,0.714286
1524,-9.85714,-2.85714,1.07143
1525,-9.85714,-2.85714,1.42857
1526,-9.85714,-2.85714,1.78571
1527,-9.85714,-2.85714,2.14286
1528,-9.85714,-2.85714,2.5
1529,-9.85714,-2.85714,3.5
1530,-9.85714,-2.14286,-3.5
1531,-9.85714,-2.14286,-2.5
1532,-9.85714,-2.14286,-2.14286
1533,-9.85714,-2.14286,-1.78571
1534,-9.85714,-2.14286,-1.42857
1535,-9.85714,-2.14286,-1.07143
1536,-9.85714,-2.14286,-0.714286
1537,-9.85714,-2.14286,-0.357143
1538,-9.85714,-2.14286,-0
1539,-9.85714,-2.14286,0.357143
1540,-9.85714,-2.14286,0.714286
1541,-9.85714,-2.14286,1.07143
1542,-9.85714,-2.14286,1.42857
1543,-9.85714,-2.14286,1.78571
1544,-9.85714,-2.14286,2.14286
1545,-9.85714,-2.14286,2.5
1546,-9.85714,-2.14286,3.5
1547,-9.85714,-1.42857,-3.5
1548,-9.85714,-1.42857,-2.5
1549,-9.85714,-1.42857,-2.14286
1550,-9.85714,-1.42857,-1.78571
1551,-9.85714,-1.42857,-1.42857
1552,-9.85714,-1.42857,-1.07143
1553,-9.85714,-1.42857,-0.714286
1554,-9.85714,-1.42857,-0.357143
1555,-9.85714,-1.42857,-0
1556,-9.85714,-1.42857,0.357143
1557,-9.85714,-1.42857,0.714286
1558,-9.85714,-1.42857,1.07143
1559,-9.85714,-1.42857,1.42857
1560,-9.85714,-1.42857,1.78571
1561,-9.85714,-1.42857,2.14286
1562,-9.85714,-1.42857,2.5
1563,-9.85714,-1.42857,3.5
1564,-9.85714,-0.714286,-3.5
1565,-9.85714,-0.714286,-2.5
1566,-9.85714,-0.714286,-2.14286
1567,-9.85714,-0.714286,-1.78571
1568,-9.85714,-0.714286,-1.42857
1569,-9.85714,-0.714286,-1.07143
1570,-9.85714,-0.714286,-0.714286
1571,-9.85714,-0.714286,-0.357143
1572,-9.85714,-0.714286,-0
1573,-9.85714,-0.714286,0.357143
1574,-9.85714,-0.714286,0.714286
1575,-9.85714,-0.714286,1.07143
1576,-9.85714,-0.714286,1.42857
1577,-9.85714,-0.714286,1.78571
1578,-9.85714,-0.714286,2.14286
1579,-9.85714,-0.714286,2.5
1580,-9.85714,-0.714286,3.5
1581,-9.85714,-0,-3.5
1582,-9.85714,-0,-2.5
1583,-9.85714,-0,-2.14286
1584,-9.85714,-0,-1.78571
1585,-9.85714,-0,-1.42857
1586,-9.85714,-0,-1.07143
1587,-9.85714,-0,-0.714286
1588,-9.85714,-0,-0.357143
1589,-9.85714,-0,-0
1590,-9.85714,-0,0.357143
1591,-9.85714,-0,0.714286
1592,-9.85714,-0,1.07143
1593,-9.85714,-0,1.42857
1594,-9.85714,-0,1.78571
1595,-9.85714,-0,2.14286
1596,-9.85714,-0,2.5
1597,-9.85714,-0,3.5
1598,-9.85714,0.714286,-3.5
1599,-9.85714,0.714286,-2.5
1600,-9.85714,0.714286,-2.14286
1601,-9.85714,0.714286,-1.78571
1602,-9.85714,0.714286,-1.42857
1603,-9.85714,0.714286,-1.07143
1604,-9.85714,0.714286,-0.714286
1605,-9.85714,0.714286,-0.357143
1606,-9.85714,0.714286,-0
1607,-9.85714,0.714286,0.357143
1608,-9.85714,0.714286,0.714286
1609,-9.85714,0.714286,1.07143
1610,-9.85714,0.714286,1.42857
1611,-9.85714,0.714286,1.78571
1612,-9.85714,0.714286,2.14286
1613,-9.85714,0.714286,2.5
1614,-9.85714,0.714286,3.5
1615,-9.85714,1.42857,-3.5
1616,-9.85714,1.42857,-2.5
1617,-9.85714,1.42857,-2.14286
1618,-9.85714,1.42857,-1.78571
1619,-9.85714,1.42857,-1.42857
1620,-9.85714,1.42857,-1.07143
1621,-9.85714,1.42857,-0.714286
1622,-9.85714,1.42857,-0.357143
1623,-9.85714,1.42857,-0
1624,-9.85714,1.42857,0.357143
1625,-9.85714,1.42857,0.714286
1626,-9.85714,1.42857,1.07143
1627,-9.85714,1.42857,1.42857
1628,-9.85714,1.42857,1.78571
1629,-9.85714,1.42857,2.14286
1630,-9.85714,1.42857,2.5
1631,-9.85714,1.42857,3.5
1632,-9.85714,2.14286,-3.5
1633,-9.85714,2.14286,-2.5
1634,-9.85714,2.14286,-2.14286
1635,-9.85714,2.14286,-1.78571
1636,-9.85714,2.14286,-1.42857
1637,-9.85714,2.14286,-1.07143
1638,-9.85714,2.14286,-0.714286
1639,-9.85714,2.14286,-0.357143
1640,-9.85714,2.14286,-0
1641,-9.85714,2.14286,0.357143
1642,-9.85714,2.14286,0.714286
1643,-9.85714,2.14286,1.07143
1644,-9.85714,2.14286,1.42857
1645,-9.85714,2.14286,1.78571
